source,target,date,year,month,day,hour,minute,second
1021,105,2004-05-24 03:40:44,2004,5,24,3,40,44
1118,598,2004-05-24 03:41:12,2004,5,24,3,41,12
514,626,2004-05-24 03:41:28,2004,5,24,3,41,28
1281,1283,2004-05-24 03:43:04,2004,5,24,3,43,4
1270,194,2004-05-24 03:43:08,2004,5,24,3,43,8
600,1332,2004-05-24 03:44:26,2004,5,24,3,44,26
281,358,2004-05-24 03:44:27,2004,5,24,3,44,27
626,514,2004-05-24 03:44:46,2004,5,24,3,44,46
514,626,2004-05-24 03:45:16,2004,5,24,3,45,16
342,626,2004-05-24 03:47:49,2004,5,24,3,47,49
342,626,2004-05-24 03:49:13,2004,5,24,3,49,13
621,105,2004-05-24 03:51:20,2004,5,24,3,51,20
9,598,2004-05-24 03:52:11,2004,5,24,3,52,11
9,1312,2004-05-24 03:52:26,2004,5,24,3,52,26
621,48,2004-05-24 03:52:53,2004,5,24,3,52,53
483,782,2004-05-24 03:53:24,2004,5,24,3,53,24
483,1189,2004-05-24 03:53:35,2004,5,24,3,53,35
679,50,2004-05-24 03:53:41,2004,5,24,3,53,41
1332,1255,2004-05-24 03:54:41,2004,5,24,3,54,41
249,654,2004-05-24 03:55:01,2004,5,24,3,55,1
754,903,2004-05-24 03:55:18,2004,5,24,3,55,18
754,1332,2004-05-24 03:55:51,2004,5,24,3,55,51
454,1043,2004-05-24 03:56:44,2004,5,24,3,56,44
810,1021,2004-05-24 03:56:48,2004,5,24,3,56,48
1333,1145,2004-05-24 03:57:25,2004,5,24,3,57,25
1026,184,2004-05-24 04:00:15,2004,5,24,4,0,15
1043,454,2004-05-24 04:01:06,2004,5,24,4,1,6
1127,318,2004-05-24 04:01:15,2004,5,24,4,1,15
454,1043,2004-05-24 04:02:26,2004,5,24,4,2,26
193,658,2004-05-24 04:03:55,2004,5,24,4,3,55
1333,1145,2004-05-24 04:03:58,2004,5,24,4,3,58
1127,415,2004-05-24 04:04:28,2004,5,24,4,4,28
495,68,2004-05-24 04:05:03,2004,5,24,4,5,3
103,1334,2004-05-24 04:05:22,2004,5,24,4,5,22
114,770,2004-05-24 04:06:00,2004,5,24,4,6,0
495,1185,2004-05-24 04:06:03,2004,5,24,4,6,3
114,103,2004-05-24 04:06:08,2004,5,24,4,6,8
142,654,2004-05-24 04:06:50,2004,5,24,4,6,50
114,103,2004-05-24 04:07:06,2004,5,24,4,7,6
495,542,2004-05-24 04:07:07,2004,5,24,4,7,7
142,514,2004-05-24 04:10:06,2004,5,24,4,10,6
350,626,2004-05-24 04:10:23,2004,5,24,4,10,23
1043,454,2004-05-24 04:10:47,2004,5,24,4,10,47
454,1043,2004-05-24 04:13:36,2004,5,24,4,13,36
1286,1335,2004-05-24 04:15:31,2004,5,24,4,15,31
1312,103,2004-05-24 04:15:49,2004,5,24,4,15,49
1113,1214,2004-05-24 04:15:53,2004,5,24,4,15,53
174,1260,2004-05-24 04:16:02,2004,5,24,4,16,2
1043,454,2004-05-24 04:16:58,2004,5,24,4,16,58
1113,495,2004-05-24 04:17:02,2004,5,24,4,17,2
1113,1255,2004-05-24 04:18:03,2004,5,24,4,18,3
1312,103,2004-05-24 04:18:03,2004,5,24,4,18,3
1113,1255,2004-05-24 04:19:57,2004,5,24,4,19,57
1334,1255,2004-05-24 04:21:17,2004,5,24,4,21,17
1,312,2004-05-24 04:21:48,2004,5,24,4,21,48
1255,1334,2004-05-24 04:22:42,2004,5,24,4,22,42
1312,103,2004-05-24 04:23:00,2004,5,24,4,23,0
1113,1255,2004-05-24 04:23:03,2004,5,24,4,23,3
1087,353,2004-05-24 04:23:32,2004,5,24,4,23,32
1312,103,2004-05-24 04:24:31,2004,5,24,4,24,31
1312,103,2004-05-24 04:24:56,2004,5,24,4,24,56
719,1336,2004-05-24 04:26:15,2004,5,24,4,26,15
1113,1255,2004-05-24 04:26:20,2004,5,24,4,26,20
1113,1214,2004-05-24 04:26:33,2004,5,24,4,26,33
1113,353,2004-05-24 04:28:24,2004,5,24,4,28,24
1113,1255,2004-05-24 04:29:40,2004,5,24,4,29,40
1336,725,2004-05-24 04:30:09,2004,5,24,4,30,9
639,1127,2004-05-24 04:31:18,2004,5,24,4,31,18
1113,353,2004-05-24 04:31:27,2004,5,24,4,31,27
1189,375,2004-05-24 04:32:15,2004,5,24,4,32,15
1113,1255,2004-05-24 04:32:17,2004,5,24,4,32,17
1189,598,2004-05-24 04:33:28,2004,5,24,4,33,28
615,1026,2004-05-24 04:33:28,2004,5,24,4,33,28
738,393,2004-05-24 04:33:51,2004,5,24,4,33,51
1113,1255,2004-05-24 04:35:15,2004,5,24,4,35,15
32,1336,2004-05-24 04:35:25,2004,5,24,4,35,25
1334,1068,2004-05-24 04:35:59,2004,5,24,4,35,59
639,388,2004-05-24 04:36:07,2004,5,24,4,36,7
1113,1255,2004-05-24 04:39:58,2004,5,24,4,39,58
495,585,2004-05-24 04:41:33,2004,5,24,4,41,33
617,103,2004-05-24 04:43:16,2004,5,24,4,43,16
103,1280,2004-05-24 04:43:34,2004,5,24,4,43,34
617,640,2004-05-24 04:43:46,2004,5,24,4,43,46
103,617,2004-05-24 04:43:52,2004,5,24,4,43,52
725,1336,2004-05-24 04:44:04,2004,5,24,4,44,4
617,103,2004-05-24 04:45:47,2004,5,24,4,45,47
103,617,2004-05-24 04:46:44,2004,5,24,4,46,44
617,103,2004-05-24 04:47:45,2004,5,24,4,47,45
1280,103,2004-05-24 04:48:16,2004,5,24,4,48,16
617,644,2004-05-24 04:48:21,2004,5,24,4,48,21
495,1050,2004-05-24 04:48:49,2004,5,24,4,48,49
103,617,2004-05-24 04:48:50,2004,5,24,4,48,50
431,617,2004-05-24 04:48:53,2004,5,24,4,48,53
617,103,2004-05-24 04:49:25,2004,5,24,4,49,25
103,1280,2004-05-24 04:50:03,2004,5,24,4,50,3
1312,103,2004-05-24 04:50:21,2004,5,24,4,50,21
495,498,2004-05-24 04:50:30,2004,5,24,4,50,30
103,617,2004-05-24 04:50:36,2004,5,24,4,50,36
431,617,2004-05-24 04:52:35,2004,5,24,4,52,35
1312,103,2004-05-24 04:52:42,2004,5,24,4,52,42
950,495,2004-05-24 04:52:56,2004,5,24,4,52,56
353,950,2004-05-24 04:53:35,2004,5,24,4,53,35
495,950,2004-05-24 04:54:44,2004,5,24,4,54,44
308,701,2004-05-24 04:55:31,2004,5,24,4,55,31
950,353,2004-05-24 04:55:47,2004,5,24,4,55,47
341,701,2004-05-24 04:56:10,2004,5,24,4,56,10
495,950,2004-05-24 04:56:45,2004,5,24,4,56,45
1312,103,2004-05-24 04:56:49,2004,5,24,4,56,49
431,617,2004-05-24 04:56:54,2004,5,24,4,56,54
1280,103,2004-05-24 04:57:11,2004,5,24,4,57,11
950,495,2004-05-24 04:57:39,2004,5,24,4,57,39
1190,738,2004-05-24 04:58:04,2004,5,24,4,58,4
950,495,2004-05-24 04:58:17,2004,5,24,4,58,17
1126,1302,2004-05-24 04:58:25,2004,5,24,4,58,25
1102,514,2004-05-24 04:58:42,2004,5,24,4,58,42
1190,551,2004-05-24 04:59:23,2004,5,24,4,59,23
103,1280,2004-05-24 04:59:28,2004,5,24,4,59,28
1280,103,2004-05-24 04:59:45,2004,5,24,4,59,45
431,617,2004-05-24 05:00:09,2004,5,24,5,0,9
1113,1214,2004-05-24 05:00:31,2004,5,24,5,0,31
923,697,2004-05-24 05:01:14,2004,5,24,5,1,14
1113,495,2004-05-24 05:01:51,2004,5,24,5,1,51
686,234,2004-05-24 05:03:21,2004,5,24,5,3,21
697,923,2004-05-24 05:03:22,2004,5,24,5,3,22
1312,103,2004-05-24 05:03:44,2004,5,24,5,3,44
220,1310,2004-05-24 05:03:59,2004,5,24,5,3,59
569,1337,2004-05-24 05:04:57,2004,5,24,5,4,57
1244,296,2004-05-24 05:05:12,2004,5,24,5,5,12
923,697,2004-05-24 05:05:28,2004,5,24,5,5,28
646,495,2004-05-24 05:05:30,2004,5,24,5,5,30
1113,1214,2004-05-24 05:05:32,2004,5,24,5,5,32
431,617,2004-05-24 05:05:37,2004,5,24,5,5,37
923,697,2004-05-24 05:05:43,2004,5,24,5,5,43
431,617,2004-05-24 05:08:43,2004,5,24,5,8,43
569,1337,2004-05-24 05:09:07,2004,5,24,5,9,7
1113,1214,2004-05-24 05:09:49,2004,5,24,5,9,49
1190,288,2004-05-24 05:10:26,2004,5,24,5,10,26
353,950,2004-05-24 05:10:54,2004,5,24,5,10,54
482,799,2004-05-24 05:11:33,2004,5,24,5,11,33
654,142,2004-05-24 05:11:51,2004,5,24,5,11,51
482,1005,2004-05-24 05:12:02,2004,5,24,5,12,2
482,546,2004-05-24 05:12:32,2004,5,24,5,12,32
1113,1214,2004-05-24 05:12:57,2004,5,24,5,12,57
1043,495,2004-05-24 05:13:58,2004,5,24,5,13,58
323,341,2004-05-24 05:14:38,2004,5,24,5,14,38
908,332,2004-05-24 05:14:52,2004,5,24,5,14,52
950,353,2004-05-24 05:15:00,2004,5,24,5,15,0
1113,1214,2004-05-24 05:17:11,2004,5,24,5,17,11
797,63,2004-05-24 05:18:09,2004,5,24,5,18,9
681,617,2004-05-24 05:19:37,2004,5,24,5,19,37
296,1244,2004-05-24 05:19:39,2004,5,24,5,19,39
1113,1214,2004-05-24 05:20:09,2004,5,24,5,20,9
871,392,2004-05-24 05:20:15,2004,5,24,5,20,15
871,1302,2004-05-24 05:21:18,2004,5,24,5,21,18
142,654,2004-05-24 05:22:25,2004,5,24,5,22,25
341,353,2004-05-24 05:22:51,2004,5,24,5,22,51
1255,1335,2004-05-24 05:22:59,2004,5,24,5,22,59
353,341,2004-05-24 05:23:53,2004,5,24,5,23,53
68,495,2004-05-24 05:24:38,2004,5,24,5,24,38
1113,1214,2004-05-24 05:25:29,2004,5,24,5,25,29
341,353,2004-05-24 05:25:31,2004,5,24,5,25,31
654,142,2004-05-24 05:25:58,2004,5,24,5,25,58
1113,1214,2004-05-24 05:26:40,2004,5,24,5,26,40
353,950,2004-05-24 05:27:30,2004,5,24,5,27,30
249,1295,2004-05-24 05:28:51,2004,5,24,5,28,51
1113,1214,2004-05-24 05:30:32,2004,5,24,5,30,32
871,1097,2004-05-24 05:30:35,2004,5,24,5,30,35
871,513,2004-05-24 05:31:12,2004,5,24,5,31,12
569,296,2004-05-24 05:32:15,2004,5,24,5,32,15
1113,1214,2004-05-24 05:33:21,2004,5,24,5,33,21
212,439,2004-05-24 05:33:29,2004,5,24,5,33,29
1302,1126,2004-05-24 05:36:31,2004,5,24,5,36,31
482,3,2004-05-24 05:36:33,2004,5,24,5,36,33
378,193,2004-05-24 05:36:45,2004,5,24,5,36,45
342,495,2004-05-24 05:36:49,2004,5,24,5,36,49
1113,1214,2004-05-24 05:39:47,2004,5,24,5,39,47
971,609,2004-05-24 05:42:41,2004,5,24,5,42,41
353,341,2004-05-24 05:43:14,2004,5,24,5,43,14
971,199,2004-05-24 05:43:15,2004,5,24,5,43,15
353,1326,2004-05-24 05:44:15,2004,5,24,5,44,15
503,41,2004-05-24 05:44:28,2004,5,24,5,44,28
1247,704,2004-05-24 05:45:14,2004,5,24,5,45,14
415,475,2004-05-24 05:46:02,2004,5,24,5,46,2
254,358,2004-05-24 05:46:09,2004,5,24,5,46,9
503,617,2004-05-24 05:47:06,2004,5,24,5,47,6
871,1302,2004-05-24 05:47:10,2004,5,24,5,47,10
475,415,2004-05-24 05:47:34,2004,5,24,5,47,34
321,392,2004-05-24 05:48:25,2004,5,24,5,48,25
1246,99,2004-05-24 05:48:34,2004,5,24,5,48,34
1281,1173,2004-05-24 05:50:15,2004,5,24,5,50,15
503,1217,2004-05-24 05:50:28,2004,5,24,5,50,28
341,353,2004-05-24 05:51:45,2004,5,24,5,51,45
42,495,2004-05-24 05:52:19,2004,5,24,5,52,19
871,1097,2004-05-24 05:52:48,2004,5,24,5,52,48
142,654,2004-05-24 05:53:01,2004,5,24,5,53,1
63,797,2004-05-24 05:53:02,2004,5,24,5,53,2
42,1183,2004-05-24 05:53:12,2004,5,24,5,53,12
503,41,2004-05-24 05:53:19,2004,5,24,5,53,19
871,495,2004-05-24 05:53:32,2004,5,24,5,53,32
42,1183,2004-05-24 05:53:57,2004,5,24,5,53,57
42,1337,2004-05-24 05:56:57,2004,5,24,5,56,57
353,341,2004-05-24 05:57:51,2004,5,24,5,57,51
377,704,2004-05-24 06:00:47,2004,5,24,6,0,47
415,475,2004-05-24 06:01:00,2004,5,24,6,1,0
654,142,2004-05-24 06:01:59,2004,5,24,6,1,59
1283,513,2004-05-24 06:02:11,2004,5,24,6,2,11
358,281,2004-05-24 06:02:33,2004,5,24,6,2,33
199,971,2004-05-24 06:02:51,2004,5,24,6,2,51
358,254,2004-05-24 06:02:57,2004,5,24,6,2,57
254,358,2004-05-24 06:03:40,2004,5,24,6,3,40
245,1264,2004-05-24 06:03:48,2004,5,24,6,3,48
1281,1173,2004-05-24 06:05:07,2004,5,24,6,5,7
145,994,2004-05-24 06:05:42,2004,5,24,6,5,42
145,1042,2004-05-24 06:06:20,2004,5,24,6,6,20
431,605,2004-05-24 06:06:30,2004,5,24,6,6,30
503,254,2004-05-24 06:06:38,2004,5,24,6,6,38
245,1283,2004-05-24 06:07:45,2004,5,24,6,7,45
142,654,2004-05-24 06:08:02,2004,5,24,6,8,2
249,1255,2004-05-24 06:08:34,2004,5,24,6,8,34
245,60,2004-05-24 06:08:42,2004,5,24,6,8,42
341,353,2004-05-24 06:08:55,2004,5,24,6,8,55
323,341,2004-05-24 06:08:56,2004,5,24,6,8,56
228,63,2004-05-24 06:09:38,2004,5,24,6,9,38
431,605,2004-05-24 06:09:39,2004,5,24,6,9,39
654,142,2004-05-24 06:09:46,2004,5,24,6,9,46
1338,254,2004-05-24 06:10:12,2004,5,24,6,10,12
431,605,2004-05-24 06:11:12,2004,5,24,6,11,12
298,323,2004-05-24 06:13:07,2004,5,24,6,13,7
431,605,2004-05-24 06:13:23,2004,5,24,6,13,23
48,621,2004-05-24 06:13:29,2004,5,24,6,13,29
1281,131,2004-05-24 06:14:07,2004,5,24,6,14,7
1117,856,2004-05-24 06:14:16,2004,5,24,6,14,16
516,564,2004-05-24 06:14:24,2004,5,24,6,14,24
431,605,2004-05-24 06:15:22,2004,5,24,6,15,22
454,1043,2004-05-24 06:16:06,2004,5,24,6,16,6
1338,254,2004-05-24 06:17:08,2004,5,24,6,17,8
1325,1326,2004-05-24 06:17:20,2004,5,24,6,17,20
739,308,2004-05-24 06:17:24,2004,5,24,6,17,24
1043,454,2004-05-24 06:17:52,2004,5,24,6,17,52
1136,739,2004-05-24 06:17:59,2004,5,24,6,17,59
1325,1123,2004-05-24 06:18:45,2004,5,24,6,18,45
1043,454,2004-05-24 06:18:51,2004,5,24,6,18,51
1338,254,2004-05-24 06:19:08,2004,5,24,6,19,8
442,1247,2004-05-24 06:19:54,2004,5,24,6,19,54
431,605,2004-05-24 06:20:06,2004,5,24,6,20,6
454,1043,2004-05-24 06:21:19,2004,5,24,6,21,19
323,341,2004-05-24 06:21:56,2004,5,24,6,21,56
323,298,2004-05-24 06:22:42,2004,5,24,6,22,42
658,193,2004-05-24 06:23:03,2004,5,24,6,23,3
1338,254,2004-05-24 06:23:13,2004,5,24,6,23,13
640,617,2004-05-24 06:23:29,2004,5,24,6,23,29
1338,471,2004-05-24 06:24:00,2004,5,24,6,24,0
924,1158,2004-05-24 06:24:02,2004,5,24,6,24,2
1338,254,2004-05-24 06:24:21,2004,5,24,6,24,21
924,1158,2004-05-24 06:24:30,2004,5,24,6,24,30
431,605,2004-05-24 06:26:24,2004,5,24,6,26,24
615,1072,2004-05-24 06:27:37,2004,5,24,6,27,37
605,254,2004-05-24 06:28:05,2004,5,24,6,28,5
1338,254,2004-05-24 06:28:26,2004,5,24,6,28,26
254,605,2004-05-24 06:28:28,2004,5,24,6,28,28
605,254,2004-05-24 06:29:08,2004,5,24,6,29,8
431,605,2004-05-24 06:29:12,2004,5,24,6,29,12
1043,454,2004-05-24 06:29:26,2004,5,24,6,29,26
254,605,2004-05-24 06:29:31,2004,5,24,6,29,31
1215,398,2004-05-24 06:29:35,2004,5,24,6,29,35
353,372,2004-05-24 06:29:37,2004,5,24,6,29,37
605,254,2004-05-24 06:30:15,2004,5,24,6,30,15
454,1043,2004-05-24 06:30:20,2004,5,24,6,30,20
254,605,2004-05-24 06:30:34,2004,5,24,6,30,34
1326,1325,2004-05-24 06:30:47,2004,5,24,6,30,47
942,919,2004-05-24 06:30:52,2004,5,24,6,30,52
986,644,2004-05-24 06:31:43,2004,5,24,6,31,43
63,228,2004-05-24 06:32:18,2004,5,24,6,32,18
1325,1326,2004-05-24 06:32:35,2004,5,24,6,32,35
605,254,2004-05-24 06:32:42,2004,5,24,6,32,42
1043,454,2004-05-24 06:32:44,2004,5,24,6,32,44
1338,1034,2004-05-24 06:32:57,2004,5,24,6,32,57
1338,254,2004-05-24 06:33:24,2004,5,24,6,33,24
991,109,2004-05-24 06:33:31,2004,5,24,6,33,31
1338,1173,2004-05-24 06:33:34,2004,5,24,6,33,34
735,839,2004-05-24 06:34:18,2004,5,24,6,34,18
254,605,2004-05-24 06:34:20,2004,5,24,6,34,20
605,254,2004-05-24 06:35:21,2004,5,24,6,35,21
1338,1173,2004-05-24 06:36:18,2004,5,24,6,36,18
1338,254,2004-05-24 06:36:44,2004,5,24,6,36,44
254,605,2004-05-24 06:36:52,2004,5,24,6,36,52
605,254,2004-05-24 06:38:32,2004,5,24,6,38,32
1118,620,2004-05-24 06:38:38,2004,5,24,6,38,38
254,605,2004-05-24 06:39:02,2004,5,24,6,39,2
986,1310,2004-05-24 06:39:06,2004,5,24,6,39,6
142,654,2004-05-24 06:39:21,2004,5,24,6,39,21
758,509,2004-05-24 06:41:01,2004,5,24,6,41,1
1339,1231,2004-05-24 06:43:09,2004,5,24,6,43,9
272,308,2004-05-24 06:43:16,2004,5,24,6,43,16
53,1314,2004-05-24 06:43:16,2004,5,24,6,43,16
1326,353,2004-05-24 06:43:26,2004,5,24,6,43,26
272,654,2004-05-24 06:43:47,2004,5,24,6,43,47
272,605,2004-05-24 06:44:54,2004,5,24,6,44,54
770,1336,2004-05-24 06:44:55,2004,5,24,6,44,55
1338,254,2004-05-24 06:45:28,2004,5,24,6,45,28
1326,1325,2004-05-24 06:46:00,2004,5,24,6,46,0
272,509,2004-05-24 06:46:35,2004,5,24,6,46,35
1231,1339,2004-05-24 06:47:13,2004,5,24,6,47,13
1339,1231,2004-05-24 06:49:09,2004,5,24,6,49,9
758,50,2004-05-24 06:50:24,2004,5,24,6,50,24
1338,254,2004-05-24 06:51:34,2004,5,24,6,51,34
792,1283,2004-05-24 06:52:19,2004,5,24,6,52,19
1306,990,2004-05-24 06:53:21,2004,5,24,6,53,21
643,638,2004-05-24 06:56:14,2004,5,24,6,56,14
1338,254,2004-05-24 06:58:19,2004,5,24,6,58,19
758,298,2004-05-24 07:01:23,2004,5,24,7,1,23
298,758,2004-05-24 07:02:10,2004,5,24,7,2,10
1338,254,2004-05-24 07:02:51,2004,5,24,7,2,51
1083,175,2004-05-24 07:04:00,2004,5,24,7,4,0
758,298,2004-05-24 07:04:53,2004,5,24,7,4,53
282,109,2004-05-24 07:05:04,2004,5,24,7,5,4
638,643,2004-05-24 07:05:37,2004,5,24,7,5,37
638,68,2004-05-24 07:05:42,2004,5,24,7,5,42
298,758,2004-05-24 07:06:32,2004,5,24,7,6,32
1083,299,2004-05-24 07:06:37,2004,5,24,7,6,37
1338,254,2004-05-24 07:06:44,2004,5,24,7,6,44
1338,209,2004-05-24 07:07:36,2004,5,24,7,7,36
1283,468,2004-05-24 07:10:18,2004,5,24,7,10,18
254,1338,2004-05-24 07:10:20,2004,5,24,7,10,20
1283,468,2004-05-24 07:10:25,2004,5,24,7,10,25
1283,644,2004-05-24 07:10:41,2004,5,24,7,10,41
1283,643,2004-05-24 07:10:50,2004,5,24,7,10,50
1039,1316,2004-05-24 07:10:52,2004,5,24,7,10,52
50,758,2004-05-24 07:10:53,2004,5,24,7,10,53
1283,482,2004-05-24 07:11:02,2004,5,24,7,11,2
1283,1246,2004-05-24 07:11:32,2004,5,24,7,11,32
758,50,2004-05-24 07:11:45,2004,5,24,7,11,45
372,766,2004-05-24 07:12:07,2004,5,24,7,12,7
1283,1039,2004-05-24 07:12:24,2004,5,24,7,12,24
1113,1283,2004-05-24 07:12:33,2004,5,24,7,12,33
372,353,2004-05-24 07:12:40,2004,5,24,7,12,40
1283,121,2004-05-24 07:13:05,2004,5,24,7,13,5
1283,1169,2004-05-24 07:13:51,2004,5,24,7,13,51
758,298,2004-05-24 07:13:58,2004,5,24,7,13,58
1283,101,2004-05-24 07:14:06,2004,5,24,7,14,6
1283,142,2004-05-24 07:14:39,2004,5,24,7,14,39
1283,1231,2004-05-24 07:14:48,2004,5,24,7,14,48
50,758,2004-05-24 07:14:52,2004,5,24,7,14,52
598,1032,2004-05-24 07:15:00,2004,5,24,7,15,0
770,1283,2004-05-24 07:15:05,2004,5,24,7,15,5
454,1043,2004-05-24 07:15:24,2004,5,24,7,15,24
1283,298,2004-05-24 07:15:26,2004,5,24,7,15,26
1283,278,2004-05-24 07:15:37,2004,5,24,7,15,37
1283,713,2004-05-24 07:15:46,2004,5,24,7,15,46
1283,470,2004-05-24 07:15:56,2004,5,24,7,15,56
1283,1187,2004-05-24 07:16:06,2004,5,24,7,16,6
1195,1283,2004-05-24 07:16:09,2004,5,24,7,16,9
1283,603,2004-05-24 07:16:30,2004,5,24,7,16,30
447,1283,2004-05-24 07:16:37,2004,5,24,7,16,37
1283,254,2004-05-24 07:16:46,2004,5,24,7,16,46
1283,586,2004-05-24 07:16:58,2004,5,24,7,16,58
1283,1105,2004-05-24 07:17:09,2004,5,24,7,17,9
603,1283,2004-05-24 07:17:46,2004,5,24,7,17,46
621,48,2004-05-24 07:17:55,2004,5,24,7,17,55
1283,422,2004-05-24 07:17:56,2004,5,24,7,17,56
1283,144,2004-05-24 07:18:15,2004,5,24,7,18,15
871,595,2004-05-24 07:18:27,2004,5,24,7,18,27
1283,90,2004-05-24 07:18:29,2004,5,24,7,18,29
1087,1283,2004-05-24 07:18:43,2004,5,24,7,18,43
1283,598,2004-05-24 07:19:03,2004,5,24,7,19,3
758,50,2004-05-24 07:19:21,2004,5,24,7,19,21
1283,1168,2004-05-24 07:19:34,2004,5,24,7,19,34
1283,1325,2004-05-24 07:19:59,2004,5,24,7,19,59
1283,704,2004-05-24 07:20:13,2004,5,24,7,20,13
871,595,2004-05-24 07:20:13,2004,5,24,7,20,13
323,643,2004-05-24 07:20:14,2004,5,24,7,20,14
1283,1208,2004-05-24 07:20:25,2004,5,24,7,20,25
1283,1051,2004-05-24 07:20:38,2004,5,24,7,20,38
1168,1283,2004-05-24 07:20:41,2004,5,24,7,20,41
470,1283,2004-05-24 07:21:33,2004,5,24,7,21,33
298,1283,2004-05-24 07:21:51,2004,5,24,7,21,51
871,595,2004-05-24 07:21:58,2004,5,24,7,21,58
60,245,2004-05-24 07:22:07,2004,5,24,7,22,7
90,1283,2004-05-24 07:22:11,2004,5,24,7,22,11
1283,645,2004-05-24 07:22:12,2004,5,24,7,22,12
1283,368,2004-05-24 07:22:39,2004,5,24,7,22,39
323,1083,2004-05-24 07:23:00,2004,5,24,7,23,0
368,1283,2004-05-24 07:23:08,2004,5,24,7,23,8
323,1283,2004-05-24 07:23:40,2004,5,24,7,23,40
1169,1283,2004-05-24 07:24:03,2004,5,24,7,24,3
470,288,2004-05-24 07:24:57,2004,5,24,7,24,57
1283,1340,2004-05-24 07:25:42,2004,5,24,7,25,42
323,367,2004-05-24 07:25:45,2004,5,24,7,25,45
1283,1034,2004-05-24 07:26:02,2004,5,24,7,26,2
1283,297,2004-05-24 07:26:47,2004,5,24,7,26,47
1302,468,2004-05-24 07:26:53,2004,5,24,7,26,53
1283,1341,2004-05-24 07:27:25,2004,5,24,7,27,25
1168,1298,2004-05-24 07:27:25,2004,5,24,7,27,25
1283,85,2004-05-24 07:27:36,2004,5,24,7,27,36
770,1216,2004-05-24 07:27:42,2004,5,24,7,27,42
163,1283,2004-05-24 07:28:49,2004,5,24,7,28,49
782,654,2004-05-24 07:28:54,2004,5,24,7,28,54
1283,1297,2004-05-24 07:28:56,2004,5,24,7,28,56
1118,1283,2004-05-24 07:28:58,2004,5,24,7,28,58
1283,1339,2004-05-24 07:29:10,2004,5,24,7,29,10
27,1283,2004-05-24 07:29:15,2004,5,24,7,29,15
42,1294,2004-05-24 07:29:21,2004,5,24,7,29,21
1283,346,2004-05-24 07:29:38,2004,5,24,7,29,38
1118,598,2004-05-24 07:29:40,2004,5,24,7,29,40
1118,598,2004-05-24 07:29:55,2004,5,24,7,29,55
1283,801,2004-05-24 07:29:56,2004,5,24,7,29,56
1283,1227,2004-05-24 07:30:15,2004,5,24,7,30,15
144,142,2004-05-24 07:30:29,2004,5,24,7,30,29
598,346,2004-05-24 07:30:50,2004,5,24,7,30,50
1339,1283,2004-05-24 07:30:56,2004,5,24,7,30,56
1118,1283,2004-05-24 07:31:02,2004,5,24,7,31,2
1283,128,2004-05-24 07:31:14,2004,5,24,7,31,14
1283,242,2004-05-24 07:31:53,2004,5,24,7,31,53
323,991,2004-05-24 07:32:14,2004,5,24,7,32,14
63,26,2004-05-24 07:32:15,2004,5,24,7,32,15
176,1302,2004-05-24 07:33:07,2004,5,24,7,33,7
1118,598,2004-05-24 07:33:15,2004,5,24,7,33,15
770,598,2004-05-24 07:33:50,2004,5,24,7,33,50
1297,1283,2004-05-24 07:34:05,2004,5,24,7,34,5
288,470,2004-05-24 07:34:29,2004,5,24,7,34,29
346,598,2004-05-24 07:34:44,2004,5,24,7,34,44
644,1283,2004-05-24 07:36:14,2004,5,24,7,36,14
598,346,2004-05-24 07:36:45,2004,5,24,7,36,45
128,1283,2004-05-24 07:36:47,2004,5,24,7,36,47
1283,919,2004-05-24 07:36:52,2004,5,24,7,36,52
1283,758,2004-05-24 07:37:26,2004,5,24,7,37,26
346,220,2004-05-24 07:37:50,2004,5,24,7,37,50
1283,835,2004-05-24 07:37:53,2004,5,24,7,37,53
1118,598,2004-05-24 07:38:27,2004,5,24,7,38,27
770,1196,2004-05-24 07:38:37,2004,5,24,7,38,37
831,1187,2004-05-24 07:38:40,2004,5,24,7,38,40
249,1283,2004-05-24 07:38:47,2004,5,24,7,38,47
1283,1183,2004-05-24 07:38:50,2004,5,24,7,38,50
1283,654,2004-05-24 07:39:05,2004,5,24,7,39,5
998,1283,2004-05-24 07:39:26,2004,5,24,7,39,26
758,1283,2004-05-24 07:39:56,2004,5,24,7,39,56
1283,498,2004-05-24 07:40:37,2004,5,24,7,40,37
1187,831,2004-05-24 07:40:41,2004,5,24,7,40,41
598,353,2004-05-24 07:41:06,2004,5,24,7,41,6
1339,221,2004-05-24 07:41:16,2004,5,24,7,41,16
1283,975,2004-05-24 07:41:33,2004,5,24,7,41,33
1283,317,2004-05-24 07:42:29,2004,5,24,7,42,29
1283,1315,2004-05-24 07:42:52,2004,5,24,7,42,52
1283,728,2004-05-24 07:43:01,2004,5,24,7,43,1
1283,741,2004-05-24 07:43:12,2004,5,24,7,43,12
1283,1310,2004-05-24 07:43:51,2004,5,24,7,43,51
1286,1342,2004-05-24 07:43:57,2004,5,24,7,43,57
831,1187,2004-05-24 07:44:03,2004,5,24,7,44,3
317,1283,2004-05-24 07:44:14,2004,5,24,7,44,14
1283,561,2004-05-24 07:44:41,2004,5,24,7,44,41
561,1310,2004-05-24 07:44:41,2004,5,24,7,44,41
1286,1339,2004-05-24 07:44:55,2004,5,24,7,44,55
1187,831,2004-05-24 07:45:03,2004,5,24,7,45,3
1343,1342,2004-05-24 07:45:13,2004,5,24,7,45,13
